Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	cell_line	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	GEO_Accession (exp)	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	create_date	version	Sample Name	source_name	SRA Study	day_of_differentiation
SRR11863633	RNA-Seq	75	125323125	PRJNA635600	SAMN15044459	46577047	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415890	GSM4572727	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572727	Single Dermal Fibroblast	SRP265084	
SRR11863634	RNA-Seq	75	138971100	PRJNA635600	SAMN15044458	51142502	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415891	GSM4572728	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572728	Single Dermal Fibroblast	SRP265084	
SRR11863635	RNA-Seq	75	115388325	PRJNA635600	SAMN15044457	42321193	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415892	GSM4572729	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572729	Single Dermal Fibroblast	SRP265084	
SRR11863636	RNA-Seq	75	124888125	PRJNA635600	SAMN15044456	46546328	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415893	GSM4572730	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572730	Single Dermal Fibroblast	SRP265084	
SRR11863637	RNA-Seq	75	201809925	PRJNA635600	SAMN15044569	73386636	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415894	GSM4572731	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572731	Single Dermal Fibroblast	SRP265084	
SRR11863638	RNA-Seq	75	154345200	PRJNA635600	SAMN15044568	54432873	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415895	GSM4572732	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572732	Single Dermal Fibroblast	SRP265084	
SRR11863639	RNA-Seq	75	286508850	PRJNA635600	SAMN15044567	107089486	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415896	GSM4572733	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572733	Single Dermal Fibroblast	SRP265084	
SRR11863640	RNA-Seq	75	259113300	PRJNA635600	SAMN15044566	96522270	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415897	GSM4572734	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572734	Single Dermal Fibroblast	SRP265084	
SRR11863641	RNA-Seq	75	192924675	PRJNA635600	SAMN15044565	71572068	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415898	GSM4572735	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572735	Single Dermal Fibroblast	SRP265084	
SRR11863642	RNA-Seq	75	135413775	PRJNA635600	SAMN15044770	50357586	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415899	GSM4572736	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572736	Single Dermal Fibroblast	SRP265084	
SRR11863643	RNA-Seq	75	57089400	PRJNA635600	SAMN15044769	21666715	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415900	GSM4572737	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:42:00Z	1	GSM4572737	Single Dermal Fibroblast	SRP265084	
SRR11863644	RNA-Seq	75	389318175	PRJNA635600	SAMN15044768	143989693	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415901	GSM4572738	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572738	Single Dermal Fibroblast	SRP265084	
SRR11863645	RNA-Seq	75	157583250	PRJNA635600	SAMN15044767	57870334	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415902	GSM4572739	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572739	Single Dermal Fibroblast	SRP265084	
SRR11863646	RNA-Seq	75	140331225	PRJNA635600	SAMN15044766	51327722	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415903	GSM4572740	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572740	Single Dermal Fibroblast	SRP265084	
SRR11863647	RNA-Seq	75	104154975	PRJNA635600	SAMN15044765	38193996	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415904	GSM4572741	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:42:00Z	1	GSM4572741	Single Dermal Fibroblast	SRP265084	
SRR11863648	RNA-Seq	75	200040825	PRJNA635600	SAMN15044764	74143645	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413594	GSM4572742	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572742	Single Dermal Fibroblast	SRP265084	
SRR11863649	RNA-Seq	75	225999975	PRJNA635600	SAMN15044677	83531843	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413595	GSM4572743	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572743	Single Dermal Fibroblast	SRP265084	
SRR11863650	RNA-Seq	75	93506025	PRJNA635600	SAMN15044726	34518451	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413596	GSM4572744	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:42:00Z	1	GSM4572744	Single Dermal Fibroblast	SRP265084	
SRR11863651	RNA-Seq	75	67257600	PRJNA635600	SAMN15044725	26176926	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413597	GSM4572745	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:42:00Z	1	GSM4572745	Single Dermal Fibroblast	SRP265084	
SRR11863652	RNA-Seq	75	143920425	PRJNA635600	SAMN15044724	54958564	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413598	GSM4572746	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572746	Single Dermal Fibroblast	SRP265084	
SRR11863653	RNA-Seq	75	313669875	PRJNA635600	SAMN15044723	118797281	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413599	GSM4572747	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572747	Single Dermal Fibroblast	SRP265084	
SRR11863654	RNA-Seq	75	196222350	PRJNA635600	SAMN15044722	74622336	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413600	GSM4572748	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572748	Single Dermal Fibroblast	SRP265084	
SRR11863655	RNA-Seq	75	323819250	PRJNA635600	SAMN15044721	118122395	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413601	GSM4572749	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572749	Single Dermal Fibroblast	SRP265084	
SRR11863656	RNA-Seq	75	210881475	PRJNA635600	SAMN15044720	78124345	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413602	GSM4572750	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572750	Single Dermal Fibroblast	SRP265084	
SRR11863657	RNA-Seq	75	241416225	PRJNA635600	SAMN15044719	89548598	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413603	GSM4572751	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572751	Single Dermal Fibroblast	SRP265084	
SRR11863658	RNA-Seq	75	507089400	PRJNA635600	SAMN15044716	191745567	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413604	GSM4572752	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572752	Single Dermal Fibroblast	SRP265084	
SRR11863659	RNA-Seq	75	89127375	PRJNA635600	SAMN15044715	32188418	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413605	GSM4572753	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:42:00Z	1	GSM4572753	Single Dermal Fibroblast	SRP265084	
SRR11863660	RNA-Seq	75	77878425	PRJNA635600	SAMN15044718	27806263	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413606	GSM4572754	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572754	Single Dermal Fibroblast	SRP265084	
SRR11863661	RNA-Seq	75	106087200	PRJNA635600	SAMN15044717	39112376	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413607	GSM4572755	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572755	Single Dermal Fibroblast	SRP265084	
SRR11863662	RNA-Seq	75	94058550	PRJNA635600	SAMN15044714	35565071	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413608	GSM4572756	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:42:00Z	1	GSM4572756	Single Dermal Fibroblast	SRP265084	
SRR11863663	RNA-Seq	75	177977925	PRJNA635600	SAMN15044713	65347877	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413609	GSM4572757	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572757	Single Dermal Fibroblast	SRP265084	
SRR11863664	RNA-Seq	75	198797625	PRJNA635600	SAMN15044712	73444157	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414165	GSM4572758	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572758	Single Dermal Fibroblast	SRP265084	
SRR11863665	RNA-Seq	75	149164350	PRJNA635600	SAMN15044711	56577308	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414166	GSM4572759	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572759	Single Dermal Fibroblast	SRP265084	
SRR11863666	RNA-Seq	75	103087200	PRJNA635600	SAMN15044710	37663700	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414167	GSM4572760	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:42:00Z	1	GSM4572760	Single Dermal Fibroblast	SRP265084	
SRR11863667	RNA-Seq	75	170494125	PRJNA635600	SAMN15044709	60180777	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414168	GSM4572761	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572761	Single Dermal Fibroblast	SRP265084	
SRR11863668	RNA-Seq	75	96561975	PRJNA635600	SAMN15044708	34955470	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414169	GSM4572762	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:42:00Z	1	GSM4572762	Single Dermal Fibroblast	SRP265084	
SRR11863669	RNA-Seq	75	204930000	PRJNA635600	SAMN15044707	72657249	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414170	GSM4572763	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572763	Single Dermal Fibroblast	SRP265084	
SRR11863670	RNA-Seq	75	152481000	PRJNA635600	SAMN15044754	55271383	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414171	GSM4572764	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572764	Single Dermal Fibroblast	SRP265084	
SRR11863671	RNA-Seq	75	108220875	PRJNA635600	SAMN15044753	39335225	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414172	GSM4572765	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:42:00Z	1	GSM4572765	Single Dermal Fibroblast	SRP265084	
SRR11863672	RNA-Seq	75	50504925	PRJNA635600	SAMN15044752	18147099	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414173	GSM4572766	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:42:00Z	1	GSM4572766	Single Dermal Fibroblast	SRP265084	
SRR11863673	RNA-Seq	75	174792075	PRJNA635600	SAMN15044751	66294165	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414174	GSM4572767	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572767	Single Dermal Fibroblast	SRP265084	
SRR11863674	RNA-Seq	75	277651575	PRJNA635600	SAMN15044750	102830781	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414175	GSM4572768	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572768	Single Dermal Fibroblast	SRP265084	
SRR11863675	RNA-Seq	75	221621775	PRJNA635600	SAMN15044749	80244253	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414176	GSM4572769	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572769	Single Dermal Fibroblast	SRP265084	
SRR11863676	RNA-Seq	75	404711625	PRJNA635600	SAMN15044748	147703536	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414177	GSM4572770	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572770	Single Dermal Fibroblast	SRP265084	
SRR11863677	RNA-Seq	75	45006825	PRJNA635600	SAMN15044747	16787204	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414178	GSM4572771	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:42:00Z	1	GSM4572771	Single Dermal Fibroblast	SRP265084	
SRR11863678	RNA-Seq	75	133725525	PRJNA635600	SAMN15044746	48977580	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414179	GSM4572772	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572772	Single Dermal Fibroblast	SRP265084	
SRR11863679	RNA-Seq	75	94574025	PRJNA635600	SAMN15044740	33407330	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414180	GSM4572773	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:42:00Z	1	GSM4572773	Single Dermal Fibroblast	SRP265084	
SRR11863680	RNA-Seq	75	89487225	PRJNA635600	SAMN15044739	33713423	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414769	GSM4572774	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:42:00Z	1	GSM4572774	Single Dermal Fibroblast	SRP265084	
SRR11863681	RNA-Seq	75	63476475	PRJNA635600	SAMN15044738	24000261	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414770	GSM4572775	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:42:00Z	1	GSM4572775	Single Dermal Fibroblast	SRP265084	
SRR11863682	RNA-Seq	75	114353700	PRJNA635600	SAMN15044737	42516217	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414771	GSM4572776	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572776	Single Dermal Fibroblast	SRP265084	
SRR11863683	RNA-Seq	75	263590875	PRJNA635600	SAMN15044736	95657630	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414772	GSM4572777	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572777	Single Dermal Fibroblast	SRP265084	
SRR11863684	RNA-Seq	75	88074300	PRJNA635600	SAMN15044735	33259477	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414773	GSM4572778	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:42:00Z	1	GSM4572778	Single Dermal Fibroblast	SRP265084	
SRR11863685	RNA-Seq	75	118726950	PRJNA635600	SAMN15044734	44555445	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414774	GSM4572779	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572779	Single Dermal Fibroblast	SRP265084	
SRR11863686	RNA-Seq	75	197837925	PRJNA635600	SAMN15044733	74936156	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414775	GSM4572780	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572780	Single Dermal Fibroblast	SRP265084	
SRR11863687	RNA-Seq	75	273816000	PRJNA635600	SAMN15044732	101937752	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414776	GSM4572781	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572781	Single Dermal Fibroblast	SRP265084	
SRR11863688	RNA-Seq	75	290645850	PRJNA635600	SAMN15044731	107444427	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414777	GSM4572782	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572782	Single Dermal Fibroblast	SRP265084	
SRR11863689	RNA-Seq	75	221419125	PRJNA635600	SAMN15044730	79688317	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414778	GSM4572783	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572783	Single Dermal Fibroblast	SRP265084	
SRR11863690	RNA-Seq	75	174330375	PRJNA635600	SAMN15044729	65974986	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414779	GSM4572784	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572784	Single Dermal Fibroblast	SRP265084	
SRR11863691	RNA-Seq	75	205990875	PRJNA635600	SAMN15044728	74947655	primary cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414780	GSM4572785	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572785	Single Dermal Fibroblast	SRP265084	
